objectid,Reporter,ComName,SciName,OccStatus,ObsDate,DateAcc,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Method,DataType,LocalOwner,Habitat,Locality,Site,InfestAcre,GrossAcre,Abundance,Density,NumCollect,Percentcov,TreatArea,TreatComm,Quantity,QuantityU,TrapType,NumTraps,Comments,VisitType,CollectTme,Surveyor,RecSource,RecOwner,RecSrcTyp,OrigName,Nativity,Host,Host_Name,VerifyMthd,IDCred,Verified,Reviewer,ReviewDate,OrgSrcID,PID,Voucher,Museum,MuseumRec,Reference,,,,
8251347,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,30-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81667,-80.61167,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251346,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,2-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81639,-80.63425,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251344,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Dec-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81509,-80.65772,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Peggy Van Gorder,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251343,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81424,-80.85157,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251342,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,24-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81378,-80.63613,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Donna Kalil,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251341,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,1-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81362,-80.65806,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251340,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81318,-80.85156,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251338,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81193,-80.66098,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Bill Booth,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251337,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Oct-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8118,-80.85241,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Leonardo Sanchez,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251336,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81165,-80.852,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251335,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81158,-80.44992,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-4,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251334,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,30-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81137,-80.8521,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251332,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81105,-80.38487,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Lindsay Gattman,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8251331,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,12-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81073,-80.85212,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251330,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8104,-80.6613,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251329,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,2-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.81017,-80.66139,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251327,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Jun-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80984,-80.85217,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251326,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,14-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8098,-80.6617,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251325,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,24-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80944,-80.85235,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251324,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80883,-80.85254,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251323,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80873,-80.66248,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251322,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,7-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80803,-80.85257,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251321,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8053,-80.63058,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Jane Ferrer,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251320,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8052,-80.665,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251318,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80422,-80.48383,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251317,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,18-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.8042,-80.6659,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251316,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80385,-80.85341,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251315,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80385,-80.85341,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251314,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80382,-80.85343,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Oswaldo Gonzalez,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251313,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,30-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80357,-80.66679,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251312,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80249,-80.85373,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251311,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.80135,-80.66803,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Peggy Van Gorder,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251308,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79942,-80.85461,WGS84     ,,,,,,,,,,,,1,,,,,,,,"C. Gillette, K. Pavlidis, B. Calderaro",Capture,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251307,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79865,-80.67011,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251306,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79865,-80.67011,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251305,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79797,-80.67054,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251303,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79685,-80.67049,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251302,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79676,-80.67155,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251301,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79674,-80.85533,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251300,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79665,-80.85536,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251299,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79665,-80.85536,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251298,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,14-Oct-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79638,-80.86383,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Thomas Rahill,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251297,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,12-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79537,-80.85582,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Anne Gorden-Vega,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251296,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.7953,-80.8559,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251295,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-Feb-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.7951,-80.6727,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251294,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,25-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79486,-80.67294,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251293,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,24-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79463,-80.8559,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251292,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.7946,-80.85586,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251290,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79397,-80.67361,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251289,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.7929,-80.67374,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251288,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.7929,-80.67374,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8251287,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.79265,-80.85605,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Donna Kalil,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
