appearance.eye-color,appearance.gender,appearance.hair-color,appearance.height,appearance.race,appearance.weight,biography.aliases,biography.alignment,biography.alter-egos,biography.first-appearance,biography.full-name,biography.place-of-birth,biography.publisher,connections.group-affiliation,connections.relatives,id,image.url,name,powerstats.combat,powerstats.durability,powerstats.intelligence,powerstats.power,powerstats.speed,powerstats.strength,response,work.base,work.occupation
Brown,Male,Brown,"[""6'3"", '191 cm']",Mutant,"['195 lb', '88 kg']","['Scotty', 'Cyke', 'Slim', 'Fearless Leader', 'One-Eye', 'Erik the Red', 'Slym Dayspring', 'Mutate 007', 'Apocalypse']",good,No alter egos found.,"X-Men #1 (September, 1963)",Scott Summers,"Anchorage, Alaska",Marvel Comics,"X-Men (leader, founding member); formerly X-Force (founder); Corsairs (squad leader); The Twelve; X-Factor/X-Terminators (founding member); 198","Oscar Summers (adoptive paternal distant ancestor, deceased); Daniel Summers (paternal distant ancestor, deceased); Amanda Mueller (Black Womb) (paternal distant ancestor); unnamed great-grandfather, deceased; Gloria Dayne (Fontanelle) (paternal distant ancestor); Philip Summers (paternal grandfather); Deborah Summers (paternal grandmother); Christopher Summers (Corsair) (father, deceased); Katherine Ann Summers (mother, deceased); Jack Winters (Jack O'Diamonds) (former foster father); Alexander Summers (Havok) (brother); Gabriel Summers (Vulcan) (brother, deceased); Madelyne Pryor-Summers (Red Queen) (first wife/second wife's clone, deceased); Jean Grey-Summers (Phoenix) (second wife, deceased); Nathan Summers (Cable) (son, deceased); Gailyn Bailey (niece, deceased); Joseph Bailey (nephew, deceased); Adam Neramani (X-Treme) (nephew, alleged half-brother); Hope Summers (adoptive granddaughter); Stryfe (son's clone); Summers and Grey Family Tree (more relatives)",196,https://www.superherodb.com/pictures2/portraits/10/100/50.jpg,Cyclops,80,42,75,76,23,10,success,"Xavier Institute, Salem Center, Westchester County, New York","Leader of mutant race, adventurer, headmaster, former student, radio announcer"
Blue,-,Blond,"[""5'9'"", '175 cm']",null,"['150 lb', '68 kg']",['-'],good,No alter egos found.,New Mutants (Vol. 1) #13,Douglas Aaron Ramsey,Place of birth unknown,Marvel Comics,New Mutants,"Phillip Ramsey (father), Sheila Ramsey (mother)",197,https://www.superherodb.com/pictures2/portraits/10/100/168.jpg,Cypher,null,null,null,null,null,44,success,"Professor Charles Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","Student, Adventurer"
Blue,Female,Blond,"['Shaker Heights, Ohio']",null,"['116 lb', '52 kg']",['Lady Light'],good,No alter egos found.,Spectacular Spiderman #64,Tandy Bowen,"Shaker Heights, Ohio",Marvel Comics,"Cloak and Dagger, Defenders, League of Losers, Marvel Knights, New Warriors, Secret Avengers","Melissa Bowen (mother), unnamed father, Phillip Carlisle (stepfather), Father Michael Bowen (uncle)",198,https://www.superherodb.com/pictures2/portraits/10/100/51.jpg,Dagger,70,42,63,52,35,10,success,"Holy Ghost Church, 42nd Street, New York City",Vigilante
Brown,Male,Blond,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,HarperCollins,-,-,199,https://www.superherodb.com/pictures2/portraits/10/100/1152.jpg,Danny Cooper,null,null,null,null,null,null,success,-,-
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,No Ordinary Family S01E01 (2010),Daphne Powell,-,ABC Studios,-,"Jim Powell and Stephanie Powell (parents), JJ Powell (brother)",200,https://www.superherodb.com/pictures2/portraits/10/100/1356.jpg,Daphne Powell,10,10,38,56,8,10,success,-,Student
Blue,Male,Red,"[""6'0"", '183 cm']",Human,"['200 lb', '90 kg']","['Matt', 'Jack Batlin', 'Kingpin of Crime', 'Laurent LeVasseur', 'Michael ""Mike"" Murdock', 'Scarlet Swashbuckler', 'Nameless One', ""Kingpin of Hell's Kitchen"", 'The Man Without Fear', 'The Guardian Devil', 'DD', 'Red', 'Hornhead', 'Cooper Peyton', 'Captain Universe']",good,No alter egos found.,"Daredevil #1 (April, 1964)",Matt Murdock,"New York City, New York",Marvel Comics,"none; Formerly: partner of Black Widow (Natasha Romanoff), Defenders, S.H.I.E.L.D., Marvel Knights, Secret Avengers (Civil War), Hand leader.","Jonathan ""Battling Jack"" Murdock (Father, deceased), Maggie Murdock (aka Sister Maggie, Mother), Milla Donovan (ex-wife)",201,https://www.superherodb.com/pictures2/portraits/10/100/52.jpg,Daredevil,100,35,75,61,25,13,success,"Hell's Kitchen, New York, New York, Shadowland (formerly)","Adventurer, vigilante, Attorney at Law"
Brown,Male,Brown,"[""6'1"", '185 cm']",Human,"['180 lb', '81 kg']","['Bucket-Head', 'Edge-Man', 'Powell']",good,No alter egos found.,"Darkhawk #1 (March, 1991)",Christopher Powell,"Queens, New York",Marvel Comics,"formerly Loners, New Warriors, Avengers West Coast (reservist), Secret Defenders (founder)","Michael Powell (father), Grace Powell (mother), Jonathon and Jason Powell (brothers)",202,https://www.superherodb.com/pictures2/portraits/10/100/53.jpg,Darkhawk,64,70,50,74,33,32,success,"Los Angeles, California; formerly New York City and Avengers Compound",Retired Superhero
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,"Darkman (August 24, 1990)",Peyton Westlake,-,Universal Studios,-,Julie Hastings (girlfriend),203,https://www.superherodb.com/pictures2/portraits/10/100/1126.jpg,Darkman,28,85,75,12,23,14,success,-,Scientist
Red,Male,No Hair,"[""8'9"", '267 cm']",New God,"['1815 lb', '817 kg']",['Dark God'],bad,No alter egos found.,Superman's Pal Jimmy Olsen #134 (November 1970),Uxas,-,DC Comics,"New Gods of Apokolips(ruler), Secret Society of Supervillains","Zonuz (father), Izaya (brother), Avia (sister, deceased), Grail (daughter), Kalibak (son), Orion (son), Deathspawn (son), Scot (nephew/adopted son)",204,https://www.superherodb.com/pictures2/portraits/10/100/668.jpg,Darkseid,95,100,88,100,83,100,success,-,Dictator of Apokolips
-,-,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],bad,No alter egos found.,-,,-,null,-,-,205,https://www.superherodb.com/pictures2/portraits/10/100/840.jpg,Darkside,null,null,null,null,null,null,success,-,-
Brown,Female,Blond,"[""5'6"", '168 cm']",Mutant,"['125 lb', '56 kg']",['Tyomni Zvesda'],good,No alter egos found.,"Champions #7 (August, 1976)",Laynia Petrovna,"Minks, USSR",Marvel Comics,"(at death)X-Corps (formerly) Champions, Winter Guard, Soviet Super Soldiers","Nicolai Krylenko a.k.a. Vanguard (brother), Sergi Krylov a.k.a. The Presence (father), Marya Krylova (mother, deceased)",206,https://www.superherodb.com/pictures2/portraits/10/100/169.jpg,Darkstar,64,42,38,79,35,8,success,"(before death) Paris, France (formerly) Moscow, USSR; Los Angeles, California, United States",Occupation unknown
Yellow / Red,Male,-,"[""5'7"", '170 cm']",Dathomirian Zabrak,"['- lb', '0 kg']","['Sith', 'Master Of The Double-Bladed Lightsaber']",bad,No alter egos found.,Star Wars Episode I: The Phantom Menace (1999),,Dathomir,George Lucas,-,Darth Sidious (Master),207,https://www.superherodb.com/pictures2/portraits/10/100/10464.jpg,Darth Maul,100,30,56,100,50,48,success,-,-
Yellow,Male,No Hair,"[""6'6"", '198 cm']",Cyborg,"['300 lb', '135 kg']",['Lord Vader'],bad,No alter egos found.,Star Wars: Episode IV - A New Hope (1977),Anakin Skywalker,Tatooine,George Lucas,"Sith, Galactic Empire","Luke Skywalker (Son), Princess Leia (Daughter)",208,https://www.superherodb.com/pictures2/portraits/10/100/10444.jpg,Darth Vader,100,35,69,100,33,48,success,Death Star,"Sith Lord, Supreme Commander of the Imperial Fleet"
Blue,Male,Blond,"[""4'0"", '122 cm']",Human,"['60 lb', '27 kg']","['The Fastest Kid on Earth', 'The Dash']",good,No alter egos found.,"The Incredibles (Movies, 2004)",Dashiell Robert Parr,-,Dark Horse Comics,"Incredible Family (genetic member), National Supers Agency (ties), Edna Mode (receives costumes and gadgets from her), Frozone (long-time friend), Mirage (ally)","Robert Parr (Mr Incredible, father), Helen Parr (Elastigirl, mother), Violet Parr(Violet, sister), , Jack-jack (brother)",209,https://www.superherodb.com/pictures2/portraits/10/100/824.jpg,Dash,30,60,25,20,92,12,success,-,-
Yellow,Male,Brown,"['-', '0 cm']",Android,"['- lb', '0 kg']",['B-4'],good,No alter egos found.,-,Data,-,Star Trek,-,Dr. Noonian Soong (creator),210,https://www.superherodb.com/pictures2/portraits/10/100/10577.jpg,Data,50,40,100,56,21,32,success,-,Lieutenant commander
Blue,Female,Blond,"[""5'8"", '173 cm']",Mutant,"['115 lb', '52 kg']","['Ali', 'The Disco Dazzler', 'Songbird', 'Dazz', 'Kimberly Schau', 'Ally']",good,No alter egos found.,X-Men #130 (1980),Alison Blaire,"Gardendale, Long Island, New York",Marvel Comics,"Formerly Excalibur, X-Babies (guardian), Mojoverse Rebellion, X-Men, Cat's Laughing, Gladiators","Bella Blaire (paternal grandmother), Carter Blaire (father, deceased), Katherine Blaire-Brown (Barbara London, mother), Nicholas Brown (step-father), Lois London (half-sister), Longshot (husband)",211,https://www.superherodb.com/pictures2/portraits/10/100/1043.jpg,Dazzler,55,60,63,100,33,10,success,-,"Adventurer, singer, former actress, model, revolutionary"
Blue,Male,Black,"[""6'0"", '183 cm']",Human,"['201 lb', '90 kg']",['-'],good,No alter egos found.,"Strange Adventures #205 (October, 1967)",Boston Brand,-,DC Comics,"White Lantern Corps, formerly Sentinels of Magic, Seven Soldiers of Victory, Justice League of Apostles","Cleveland Brand (twin brother, deceased), Lita Brand (niece), Unnamed parents",212,https://www.superherodb.com/pictures2/portraits/10/100/1472.jpg,Deadman,42,100,50,100,33,10,success,"Mobile, Realm of the Just Dead","Wandering Spirit, Former Circus Aerialist"
Brown,Male,No Hair,"[""6'2"", '188 cm']",Mutant,"['210 lb', '95 kg']","['Wade Wilson', 'Jack', 'Chiyonosake (""the Wolf of the Rice Wine"")', 'Rhodes', 'Corpus', 'Lopez', 'Hobgoblin', 'Thom Cruz', 'Peter Parker']",neutral,"Evil Deadpool, Venompool","New Mutants #98 (February, 1991)",Wade Wilson,Canada,Evil Deadpool,"Thunderbolts (Strike Team), shares body with Agent Preston; formerly X-Force, Deadpool Corps, Agency X, S.H.I.E.L.D.; Code Red, Six Pack, One World Church, DP Inc., Weapon X, Weapon Plus, Heroes for Hire, Secret Defenders, Frightful Four, Team Deadpool, L","Thomas ""Mickey"" Wilson (father, deceased); Hailey Wilson (mother, deceased); Gretchen Wilson, Orksa (ex-wives); Evil Deadpool (clone); Widdle Wade (clone)",213,https://www.superherodb.com/pictures2/portraits/10/100/835.jpg,Deadpool,100,100,69,100,50,32,success,"Cavern-X, Sedona, Arizona, Mobile","Mercenary; former enforcer, government operative, sumo wrestler, soldier, assassin, anti-hero, others"
Brown,Male,Brown,"[""6'1"", '185 cm']",Human,"['202 lb', '91 kg']","['Man Who Never Misses', 'Worlds Finest Assassin', 'Orlando Furioso']",bad,No alter egos found.,"Batman #59 (June, 1950)",Floyd Lawton,-,DC Comics,-,-,214,https://www.superherodb.com/pictures2/portraits/10/100/670.jpg,Deadshot,80,28,50,55,23,10,success,-,-
Brown,Male,Grey,"[""6'4"", '193 cm']",Cyborg,"['395 lb', '178 kg']",['Demolisher'],good,No alter egos found.,"Astonishing Tales #25 (August, 1974)",Luther Manning,-,Marvel Comics,"Former member of the CIA, Project: Alpha-Mech, US Army, ally of Godwulf's Redeemers","Janice (Wife, seperated), Richard (son)",215,https://www.superherodb.com/pictures2/portraits/10/100/1304.jpg,Deathlok,60,70,69,40,30,32,success,New York area,-
Blue,Male,White,"[""6'4"", '193 cm']",Human,"['225 lb', '101 kg']","['Slade Wilson', 'Deathstroke the Terminator', 'Batman']",neutral,No alter egos found.,"New Teen Titans #2 (December, 1980)",Slade Joseph Wilson,-,DC Comics,"The Society, Titans; Formerly Tartarus, The Injustice League","Wade LaFarge (Ravager III, half-brother, deceased), Adeline Kane (ex-wife, deceased), Grant Wilson (Ravager I, son, deceased), Joseph Wilson (Jericho, son), Rose Wilson (Ravager IV, daughter)",216,https://www.superherodb.com/pictures2/portraits/10/100/672.jpg,Deathstroke,90,100,75,47,35,30,success,The Labyrinth (exact location is currently unknown),"Mercenary; Former Soldier, Big-Game Hunter"
Red,Male,No Hair,"[""6'1"", '185 cm']",Demon,"['210 lb', '95 kg']",['Jason Macendale Jr'],bad,No alter egos found.,"Web of Spider-Man #86 (March, 1992)",,-,Marvel Comics,-,-,217,https://www.superherodb.com/pictures2/portraits/10/100/1515.jpg,Demogoblin,60,35,50,67,42,48,success,New York City,Demonic Redeemer
-,Male,-,"[""6'2"", '188 cm']",null,"['850 lb', '383 kg']",['-'],bad,No alter egos found.,Journey into Mystery #118 (1965),,Created in Asgard,Marvel Comics,-,-,218,https://www.superherodb.com/pictures2/portraits/10/100/1294.jpg,Destroyer,70,98,50,85,58,95,success,-,-
Brown,Male,Black,"[""6'4"", '193 cm']",Human,"['200 lb', '90 kg']",['-'],bad,No alter egos found.,"Luke Cage, Hero for Hire#1 (1972)",Willis Stryker,-,Marvel Comics,"Syndicate, formerly Bloods",-,219,https://www.superherodb.com/pictures2/portraits/10/100/1404.jpg,Diamondback,60,28,44,45,23,16,success,-,Criminal
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,Heroes S01E05 - Hiros,Daniel Lawrence Hawkins,-,NBC - Heroes,-,"Niki Sanders (wife), Micah Sanders (son), Paulette Hawkins (mother), Monica Dawson (cousin), Damon Dawson (cousin)",220,https://www.superherodb.com/pictures2/portraits/10/100/943.jpg,DL Hawkins,56,56,50,48,12,12,success,"Las Vegas, NV","Construction worker, Firefighter"
Blue,Male,Green,"[""6'6"", '198 cm']",Human / Radiation,"['380 lb', '171 kg']",['-'],good,No alter egos found.,"Incredible Hulk #141 (July, 1971)",Leonard Samson,"Tulsa, Oklahoma",Marvel Comics,-,Leonard Skivorski (father); Ricky Myers (son);,221,https://www.superherodb.com/pictures2/portraits/10/100/54.jpg,Doc Samson,70,80,75,36,33,80,success,"Psychiatrist, teacher, adventurer, former special consultant to Gamma Base","Psychiatrist, teacher, adventurer, former special consultant to Gamma Base"
Brown,Male,Brown,"[""6'7"", '201 cm']",Human,"['415 lb', '187 kg']","['The Master', 'Invincible Man']",bad,No alter egos found.,Fantastic Four #5 (July 1962),Victor von Doom,"Haasenstadt, Latveria",Marvel Comics,"Future Foundation; Formerly Cabal, Knights of the Atomic Table, Acts of Vengeance Prime Movers, partner of Namor, employer of the Terrible Trio, Fantastic Four (leader)","Werner von Doom (father, deceased), Cynthia von Doom (mother, deceased); Kang the Conqueror, his counterparts, and offspring (alleged descendants), Kristoff Vernard (Doctor Doom II, adopted son), Dr Bob Doom (distant cousin), Boris (unofficially adoptive father/guardian), Valeria von Doom (daughter from alternate universe; became baby of Susan Richards and is now called Valeria Richards)",222,https://www.superherodb.com/pictures2/portraits/10/100/189.jpg,Doctor Doom,84,100,100,100,20,32,success,"Castle Doom, Doomstadt, Latveria",Monarch
Brown,Male,Brown,"[""6'7"", '201 cm']",null,"['293 lb', '132 kg']","['Victor Von Doom', 'Dr Doom']",bad,No alter egos found.,"Fantastic Four #247 (1982, as Kristoff), Fantastic Four #278 (1985, as Doctor Doom)",Kristoff Vernard,"Doomstadt, Latveria",Marvel Comics,-,"unnamed mother (deceased), Mister Fantastic (alleged half-brother), Valeria Richards (alleged niece), Victor von Doom (aka Doctor Doom, adopted father)",223,https://www.superherodb.com/pictures2/portraits/10/100/1018.jpg,Doctor Doom II,null,null,null,null,null,null,success,"Former monarch, would-be conqueror",-
Blue,Male,Blond,"[""6'2"", '188 cm']",Human,"['197 lb', '89 kg']",['Nabu'],good,No alter egos found.,"More Fun Comics #55 (May, 1940)",Kent Nelson,-,DC Comics,"Formerly All-Star Squadron, Justice Society of America, Justice League International, Black Lantern Corps","Inza Cramer (wife), Sven Nelson (father, deceased), Celestine Babcock (mother), Kent Nelson, Jr. (son), Aaron Babcock (uncle), Kent V. Nelson (grand-nephew), Laryn Nelson (great grand-niece)",224,https://www.superherodb.com/pictures2/portraits/10/100/676.jpg,Doctor Fate,50,80,81,100,25,16,success,"Tower of Fate, Salem, Massachusetts",-
Brown,Male,Brown,"[""5'9"", '175 cm']",Human,"['245 lb', '110 kg']","['Doctor Octopus', 'Doc Ock', 'The Master Planner', 'The Master Programmer', 'Peter Benjamin Parker', 'Superior Spider-Man', 'Venom', 'Superior Venom']",bad,No alter egos found.,Amazing Spider-Man #3 (July 1963),Otto Octavius,"Schenectady, New York",Marvel Comics,Thunderbolts Army; Former leader of the Sinister Six and the Masters of Evil V; Former partner of Green Goblin,-,225,https://www.superherodb.com/pictures2/portraits/10/100/622.jpg,Doctor Octopus,65,40,94,53,33,48,success,New York City,"Former atomic-research consultant, criminal mastermind"
Grey,Male,Black,"[""6'2"", '188 cm']",Human,"['180 lb', '81 kg']","['Sorcerer Supreme', 'Master of the Mystic Arts', 'Stephen Sanders', 'Captain Universe', 'Vincent Stevens']",good,No alter egos found.,"Strange Tales #110 (July, 1963)",Stephen Strange,"Philadelphia, Pennsylvania",Marvel Comics,"Defenders, underground Avengers; formerly the Order, Midnight Sons; former disciple of the Ancient One","Eugene (father, deceased), Beverly (mother, deceased), Victor (Khiron, brother, apparently deceased), Donna (sister, deceased), Clea (wife, estranged), Umar (mother-in-law), Orini (father-in-law), Dormammu (uncle-in-law)",226,https://www.superherodb.com/pictures2/portraits/10/100/55.jpg,Doctor Strange,60,84,100,100,12,10,success,-,"Sorcerer Supreme, retired neurosurgeon"
Blue,Female,Black,"[""5'8"", '173 cm']",Human,"['120 lb', '54 kg']","['Dom', 'Samantha Wu', 'Tamara Winter', 'Elena Vladescu', 'Jessica Marie Costello', 'Luisa Mendoza', 'Beatrice', 'Christina Elizabeth Alioso', 'Priscilla Sutherland', 'Hope Eldridge']",good,No alter egos found.,"X-Force #8 (March, 1992)",Neena Thurman,"Project: Armageddon base, Everglades, Florida",Marvel Comics,X-Men; formerly X-Force; 198; X-Corporation; The Underground; X-Force; Six Pack,"Beatrice (mother), Lazarus (brother), Milo Thurman (husband, deceased)",227,https://www.superherodb.com/pictures2/portraits/10/100/902.jpg,Domino,74,28,63,49,27,10,success,-,-
Green,Male,No Hair,"['-', '0 cm']",Mutant,"['- lb', '0 kg']","['Don', 'Donnie']",good,No alter egos found.,Teenage Mutant Ninja Turtles #1,,-,IDW Publishing,-,"Leonardo (brother), Michelangelo (brother), Raphael (brother)",228,https://www.superherodb.com/pictures2/portraits/10/100/10330.jpg,Donatello,75,60,88,58,46,14,success,-,-
Blue,Female,Black,"[""5'9"", '175 cm']",Amazon,"['140 lb', '63 kg']","['Donna Troy', 'Wonder Girl', 'Darkstar', 'Wonder Woman', 'Troia']",good,No alter egos found.,The Brave and the Bold Vol. 1 #60 (1965),Donna Hinckley Stacey Troy,-,DC Comics,"Titans of Myth, Teen Titans, Darkstars",-,229,https://www.superherodb.com/pictures2/portraits/10/100/806.jpg,Donna Troy,null,null,null,null,null,89,success,-,-
Red,Male,White,"[""8'0"", '244 cm']",Alien,"['915 lb', '412 kg']",['The Ultimate Lifeform'],bad,No alter egos found.,Superman: The Man of Steel #17 (Nov 1992),Doomsday,Krypton,DC Comics,"Secret Society of Super Villains, Suicide Squad, Apokolips",-,230,https://www.superherodb.com/pictures2/portraits/10/100/679.jpg,Doomsday,90,100,75,100,67,100,success,-,Destroyer
